,feature_00,feature_01,feature_02,feature_03,feature_04,feature_05,feature_06,feature_07,feature_08,feature_09,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target_00,target_01
138,4.161,6.173333328,14725671.999999998,25.791249999999998,130.38291666666666,113813.0,113813.0,921.293,561.15,884.574,165400.0,99800.0,887200.0,102200.0,0.17472000000000001,0.346,0.95,0.99
139,5.14,7.71666666,21639049.0,32.072316666666666,141.8085,175304.0,175304.0,989.904,561.15,916.055,207399.99999999997,99800.0,1102600.0,102600.0,0.25532,0.505,0.95,0.99
140,6.175,9.259999992000001,29797330.0,38.45425,147.39829999999998,246366.0,246366.0,1056.908,561.15,946.208,249600.0,99800.0,1315000.0,103000.0,0.34673000000000004,0.687,0.95,0.99
141,7.148,10.803333324,38976329.0,44.63461666666667,152.33293333333333,332101.0,332101.0,1112.42,561.15,970.528,295400.0,99800.0,1542300.0,103499.99999999999,0.44667,0.884,0.95,0.99
142,8.206,12.346666656,50997155.99999999,51.46033333333333,155.39961666666667,438037.0,438037.0,1209.837,561.15,1012.506,356300.0,99800.0,1831299.9999999998,104099.99999999999,0.6099600000000001,1.208,0.95,0.99
143,9.3,13.889999988,72774979.0,59.34056666666667,163.16618333333332,644927.0,644927.0,1375.616,561.15,1060.1689999999999,447900.0,99800.0,2240400.0,104900.0,0.90975,1.801,0.95,0.99
144,1.138,1.543333332,2639688.0,21.794583333333332,111.57858333333333,5304.0,5304.0,824.1659999999999,561.15,833.79,117700.0,99800.0,634600.0,101899.99999999999,0.32625,0.204,0.95,0.991
145,2.088,3.086666664,5612283.0,22.464766666666666,114.19735,23027.0,23027.0,866.727,561.15,846.9359999999999,128299.99999999999,99800.0,691800.0,101899.99999999999,0.22796,0.25,0.95,0.991
146,3.144,4.6299999960000005,8380894.0,23.112783333333333,119.22153333333334,60370.0,60370.0,866.0319999999999,561.15,858.3439999999999,138700.0,99800.0,745700.0,102000.0,0.12544,0.248,0.95,0.991
147,4.161,6.173333328,14725901.000000002,25.791249999999998,130.41706666666667,113811.0,113811.0,920.423,561.15,884.415,165400.0,99800.0,886300.0,102200.0,0.1743,0.345,0.95,0.991
148,5.14,7.71666666,21639262.000000004,32.07235,141.8238,175306.0,175306.0,988.942,561.15,915.876,207399.99999999997,99800.0,1101400.0,102600.0,0.25476,0.504,0.95,0.991
149,6.175,9.259999992000001,29797514.0,38.454116666666664,147.41545,246284.0,246284.0,1055.8229999999999,561.15,945.99,249600.0,99800.0,1313700.0,103000.0,0.34602,0.685,0.95,0.991
150,7.148,10.803333324,38976119.0,44.63458333333333,152.34138333333334,332145.0,332145.0,1111.404,561.15,970.361,295400.0,99800.0,1540600.0,103499.99999999999,0.44587000000000004,0.883,0.95,0.991
151,8.206,12.346666656,50997004.0,51.46033333333333,155.4055,438074.0,438074.0,1208.8319999999999,561.15,1012.35,356200.0,99800.0,1829200.0000000002,104099.99999999999,0.60901,1.206,0.95,0.991
152,9.3,13.889999988,72775879.0,59.3406,163.17839999999998,645046.0,645046.0,1374.748,561.15,1060.0369999999998,447800.0,99800.0,2237700.0,104900.0,0.90872,1.799,0.95,0.991
153,1.138,1.543333332,1746991.0,21.8406,111.6308,5445.0,5445.0,794.886,561.15,829.5,114700.0,99800.0,617300.0,101899.99999999999,0.29309,0.168,0.95,0.992
154,2.088,3.086666664,5259425.0,22.4361,114.22253333333333,22708.0,22708.0,856.843,561.15,845.4069999999999,127200.0,99800.0,684900.0,101899.99999999999,0.23154,0.239,0.95,0.992
155,3.144,4.6299999960000005,8381008.0,23.112783333333333,119.26486666666666,60375.0,60375.0,865.226,561.15,858.196,138700.0,99800.0,745000.0,102000.0,0.1251,0.248,0.95,0.992
156,4.161,6.173333328,14725856.000000002,25.79126666666667,130.45086666666666,113815.0,113815.0,919.553,561.15,884.256,165400.0,99800.0,885399.9999999999,102200.0,0.17388,0.344,0.95,0.992
157,5.14,7.71666666,21639277.0,32.072383333333335,141.83903333333333,175305.0,175305.0,987.981,561.15,915.696,207399.99999999997,99800.0,1100300.0,102600.0,0.25421,0.503,0.95,0.992
158,6.175,9.259999992000001,29797827.0,38.454049999999995,147.43273333333332,246326.0,246326.0,1054.741,561.15,945.773,249500.0,99800.0,1312300.0,103000.0,0.34531999999999996,0.684,0.95,0.992
159,7.148,10.803333324,38975735.0,44.6346,152.3498,332111.0,332111.0,1110.3890000000001,561.15,970.194,295300.0,99800.0,1538900.0,103499.99999999999,0.44508000000000003,0.881,0.95,0.992
160,8.206,12.346666656,50996889.0,51.4603,155.4114,437976.0,437976.0,1207.83,561.15,1012.194,356100.0,99800.0,1827100.0,104099.99999999999,0.60807,1.204,0.95,0.992
161,9.3,13.889999988,72775917.0,59.340666666666664,163.19035,644946.0,644946.0,1373.877,561.15,1059.905,447700.00000000006,99800.0,2235000.0,104900.0,0.90768,1.797,0.95,0.992
162,1.138,1.543333332,530989.0,22.072616666666665,111.79186666666666,6181.0,6181.0,747.0989999999999,561.15,822.8629999999999,110300.0,99800.0,591600.0,101899.99999999999,0.19388000000000002,0.108,0.95,0.993
163,2.088,3.086666664,5302580.0,22.438550000000003,114.26716666666665,22737.0,22737.0,857.112,561.15,845.387,127299.99999999999,99800.0,684800.0,101899.99999999999,0.22888000000000003,0.239,0.95,0.993
164,3.144,4.6299999960000005,8381135.0,23.1128,119.30821666666667,60377.0,60377.0,864.422,561.15,858.048,138700.0,99800.0,744300.0,102000.0,0.12477,0.247,0.95,0.993
165,4.161,6.173333328,14725965.0,25.791283333333336,130.48491666666666,113810.0,113810.0,918.687,561.15,884.097,165400.0,99800.0,884500.0000000001,102200.0,0.17346,0.343,0.95,0.993
166,5.14,7.71666666,21639548.0,32.07241666666667,141.85436666666666,175328.0,175328.0,987.024,561.15,915.518,207300.0,99800.0,1099200.0,102600.0,0.25366,0.502,0.95,0.993
167,6.175,9.259999992000001,29797930.0,38.45388333333334,147.44981666666666,246295.0,246295.0,1053.663,561.15,945.5559999999999,249500.0,99800.0,1311000.0,103000.0,0.34460999999999997,0.682,0.95,0.993
168,7.148,10.803333324,38975494.0,44.63458333333333,152.35825,332060.0,332060.0,1109.378,561.15,970.0269999999999,295200.0,99800.0,1537200.0,103499.99999999999,0.44428,0.88,0.95,0.993
169,8.206,12.346666656,50996780.99999999,51.460249999999995,155.41726666666668,437981.0,437981.0,1206.83,561.15,1012.039,356000.0,99800.0,1825000.0,104099.99999999999,0.6071300000000001,1.202,0.95,0.993
170,9.3,13.889999988,72776920.0,59.3406,163.20243333333335,644936.0,644936.0,1373.013,561.15,1059.775,447600.0,99800.0,2232300.0,104900.0,0.90666,1.795,0.95,0.993
171,1.138,1.543333332,305706.0,22.206599999999998,111.914,6616.0,6616.0,734.0319999999999,561.15,821.091,109400.00000000001,99800.0,585000.0,101899.99999999999,0.14834,0.089,0.95,0.994
172,2.088,3.086666664,5179159.0,22.430083333333336,114.30326666666666,22643.0,22643.0,853.1329999999999,561.15,844.827,126899.99999999999,99800.0,682400.0,101899.99999999999,0.2323,0.235,0.95,0.994
173,3.144,4.6299999960000005,8381186.0,23.112816666666667,119.35148333333333,60378.0,60378.0,863.62,561.15,857.899,138700.0,99800.0,743600.0,102000.0,0.12444000000000001,0.246,0.95,0.994
174,4.161,6.173333328,14726046.999999998,25.791283333333336,130.51895,113812.0,113812.0,917.822,561.15,883.938,165400.0,99800.0,883600.0,102200.0,0.17305,0.343,0.95,0.994
175,5.14,7.71666666,21639721.0,32.072449999999996,141.86966666666666,175310.0,175310.0,986.068,561.15,915.34,207300.0,99800.0,1098100.0,102600.0,0.25311,0.501,0.95,0.994
176,6.175,9.259999992000001,29798176.0,38.45381666666666,147.46703333333335,246297.0,246297.0,1052.587,561.15,945.34,249500.0,99800.0,1309600.0,103000.0,0.34391,0.681,0.95,0.994
177,7.148,10.803333324,38975179.0,44.63458333333333,152.36666666666667,332094.0,332094.0,1108.3690000000001,561.15,969.861,295200.0,99800.0,1535600.0,103499.99999999999,0.44349,0.878,0.95,0.994
178,8.206,12.346666656,50996595.0,51.4602,155.42316666666665,438082.0,438082.0,1205.833,561.15,1011.885,355900.0,99800.0,1823000.0,104099.99999999999,0.60619,1.2,0.95,0.994
179,9.3,13.889999988,72777297.0,59.34071666666667,163.21436666666665,645143.0,645143.0,1372.149,561.15,1059.645,447400.0,99800.0,2229700.0,104900.0,0.90563,1.793,0.95,0.994
180,1.138,1.543333332,314480.0,22.4911,112.13921666666667,7553.0,7553.0,724.5999999999999,561.15,820.8919999999999,109600.00000000001,99800.0,584300.0,101899.99999999999,0.04567,0.071,0.95,0.995
181,2.088,3.086666664,5228006.0,22.432816666666668,114.34815,22671.0,22671.0,853.65,561.15,844.864,127000.0,99800.0,682500.0,101899.99999999999,0.23174,0.236,0.95,0.995
182,3.144,4.6299999960000005,8381318.999999999,23.112816666666667,119.39484999999999,60387.0,60387.0,862.819,561.15,857.751,138700.0,99800.0,742900.0,102000.0,0.1241,0.246,0.95,0.995
183,4.161,6.173333328,14726150.0,25.7913,130.55303333333333,113817.0,113817.0,916.959,561.15,883.78,165300.0,99800.0,882700.0,102200.0,0.17263000000000003,0.342,0.95,0.995
184,5.14,7.71666666,21639876.0,32.07248333333333,141.88496666666666,175327.0,175327.0,985.115,561.15,915.1619999999999,207300.0,99800.0,1097000.0,102600.0,0.25256,0.5,0.95,0.995
185,6.175,9.259999992000001,29798328.999999996,38.453716666666665,147.48418333333333,246380.0,246380.0,1051.5149999999999,561.15,945.125,249400.00000000003,99800.0,1308300.0,103000.0,0.34320999999999996,0.68,0.95,0.995
186,7.148,10.803333324,38974892.0,44.63458333333333,152.37508333333332,332105.0,332105.0,1107.3629999999998,561.15,969.696,295100.0,99800.0,1533900.0,103499.99999999999,0.44270000000000004,0.877,0.95,0.995
187,8.206,12.346666656,50995647.00000001,51.459849999999996,155.42961666666667,438073.0,438073.0,1204.813,561.15,1011.733,355800.0,99800.0,1820900.0,104099.99999999999,0.60524,1.198,0.95,0.995
188,9.3,13.889999988,72778944.0,59.34095,163.22655,644866.0,644866.0,1371.2959999999998,561.15,1059.5169999999998,447300.0,99800.0,2227000.0,104900.0,0.90461,1.791,0.95,0.995
189,1.138,1.543333332,497385.0,22.656033333333333,112.29305,8111.000000000001,8111.000000000001,727.7570000000001,561.15,821.901,110400.00000000001,99800.0,588200.0,101899.99999999999,0.0,0.072,0.95,0.996
190,2.088,3.086666664,4826301.0,22.412283333333335,114.37796666666667,22448.0,22448.0,842.1859999999999,561.15,843.039,125800.0,99800.0,674500.0,101899.99999999999,0.23176,0.222,0.95,0.996
191,3.144,4.6299999960000005,8381370.000000001,23.112833333333334,119.43815,60382.0,60382.0,862.02,561.15,857.603,138600.0,99800.0,742200.0,102000.0,0.12377,0.245,0.95,0.996
192,4.161,6.173333328,14726291.000000002,25.7913,130.5872,113821.0,113821.0,916.0989999999999,561.15,883.622,165300.0,99800.0,881900.0000000001,102200.0,0.17222,0.341,0.95,0.996
193,5.14,7.71666666,21640062.0,32.0725,141.90028333333333,175312.0,175312.0,984.165,561.15,914.9839999999999,207200.0,99800.0,1095900.0,102600.0,0.25202,0.499,0.95,0.996
194,6.175,9.259999992000001,29798462.000000004,38.45363333333333,147.50135,246328.0,246328.0,1050.445,561.15,944.91,249400.00000000003,99800.0,1306900.0,103000.0,0.34251,0.678,0.95,0.996
195,7.148,10.803333324,38974631.0,44.63458333333333,152.3835,332110.0,332110.0,1106.359,561.15,969.531,295100.0,99800.0,1532300.0,103499.99999999999,0.44191,0.875,0.95,0.996
196,8.206,12.346666656,50995184.0,51.45961666666667,155.43618333333333,438116.0,438116.0,1203.799,561.15,1011.583,355800.0,99800.0,1818900.0,104099.99999999999,0.60429,1.196,0.95,0.996
197,9.3,13.889999988,72779364.0,59.34271666666667,163.23875,645150.0,645150.0,1370.4470000000001,561.15,1059.3899999999999,447200.00000000006,99800.0,2224400.0,104900.0,0.9036,1.789,0.95,0.996
198,1.138,1.543333332,788275.0,22.86875,112.48083333333334,8843.0,8843.0,735.5840000000001,561.15,823.588,111700.0,99800.0,594600.0,101899.99999999999,0.0,0.081,0.95,0.997
199,2.088,3.086666664,4799006.0,22.414583333333333,114.42175,22463.0,22463.0,840.534,561.15,842.891,125699.99999999999,99800.0,673900.0,101899.99999999999,0.23074000000000003,0.221,0.95,0.997
200,3.144,4.6299999960000005,8381495.999999999,23.112833333333334,119.48155,60375.0,60375.0,861.223,561.15,857.4549999999999,138600.0,99800.0,741500.0,102000.0,0.12344,0.244,0.95,0.997
201,4.161,6.173333328,14726301.000000002,25.791316666666667,130.62121666666667,113807.0,113807.0,915.241,561.15,883.4639999999999,165300.0,99800.0,881000.0,102200.0,0.17181000000000002,0.34,0.95,0.997
202,5.14,7.71666666,21640086.0,32.07255,141.91553333333334,175334.0,175334.0,983.215,561.15,914.8059999999999,207200.0,99800.0,1094800.0,102600.0,0.25146999999999997,0.498,0.95,0.997
203,6.175,9.259999992000001,29798500.0,38.45353333333333,147.51843333333332,246339.0,246339.0,1049.379,561.15,944.6949999999999,249400.00000000003,99800.0,1305600.0,103000.0,0.34181,0.677,0.95,0.997
204,7.148,10.803333324,38974378.0,44.634566666666665,152.3919,332038.0,332038.0,1105.359,561.15,969.366,295000.0,99800.0,1530600.0,103499.99999999999,0.44112,0.873,0.95,0.997
205,8.206,12.346666656,50994939.00000001,51.4595,155.44278333333332,438063.0,438063.0,1202.789,561.15,1011.434,355700.0,99800.0,1816800.0,104099.99999999999,0.60335,1.194,0.95,0.997
206,9.3,13.889999988,72782590.0,59.345683333333334,163.25175,645236.0,645236.0,1369.627,561.15,1059.2669999999998,447100.0,99800.0,2221800.0,104900.0,0.90263,1.787,0.95,0.997
207,1.138,1.543333332,873883.0,22.920716666666664,112.55823333333332,9022.0,9022.0,737.42,561.15,823.991,112100.0,99800.0,596200.0,101899.99999999999,0.0,0.083,0.95,0.998
208,2.088,3.086666664,4768734.0,22.413366666666665,114.46418333333332,22448.0,22448.0,839.066,561.15,842.614,125600.0,99800.0,672700.0,101899.99999999999,0.2305,0.219,0.95,0.998
209,3.144,4.6299999960000005,8381606.0,23.112849999999998,119.52493333333334,60384.0,60384.0,860.427,561.15,857.307,138600.0,99800.0,740700.0,102000.0,0.12311,0.244,0.95,0.998
210,4.161,6.173333328,14726396.999999998,25.791333333333334,130.65536666666668,113817.0,113817.0,914.384,561.15,883.307,165300.0,99800.0,880100.0,102200.0,0.17139,0.339,0.95,0.998
211,5.14,7.71666666,21640307.999999996,32.07256666666667,141.93086666666667,175337.0,175337.0,982.27,561.15,914.629,207200.0,99800.0,1093700.0,102600.0,0.25093,0.497,0.95,0.998
212,6.175,9.259999992000001,29798542.999999996,38.45346666666667,147.53555,246397.0,246397.0,1048.315,561.15,944.481,249300.0,99800.0,1304300.0,103000.0,0.34110999999999997,0.675,0.95,0.998
213,7.148,10.803333324,38974113.0,44.634566666666665,152.4003,331994.0,331994.0,1104.3609999999999,561.15,969.202,294900.0,99800.0,1528900.0,103499.99999999999,0.44033,0.872,0.95,0.998
214,8.206,12.346666656,50994777.0,51.459399999999995,155.44938333333332,438052.0,438052.0,1201.782,561.15,1011.286,355600.0,99800.0,1814800.0,104099.99999999999,0.60241,1.193,0.95,0.998
215,9.3,13.889999988,72781391.0,59.34533333333333,163.26296666666667,644884.0,644884.0,1368.759,561.15,1059.138,447000.0,99800.0,2219200.0,104900.0,0.9015900000000001,1.785,0.95,0.998
216,1.138,1.543333332,937006.0,22.957133333333335,112.62608333333333,9148.0,9148.0,738.62,561.15,824.226,112400.00000000001,99800.0,597100.0,101899.99999999999,0.0,0.085,0.95,0.999
217,2.088,3.086666664,4436213.0,22.41143333333333,114.50443333333332,22420.0,22420.0,829.361,561.15,841.124,124500.00000000001,99800.0,666200.0,101899.99999999999,0.22745,0.207,0.95,0.999
218,3.144,4.6299999960000005,8381677.0,23.112866666666665,119.56828333333333,60379.0,60379.0,859.6329999999999,561.15,857.159,138600.0,99800.0,740000.0,102000.0,0.12276999999999999,0.243,0.95,0.999
219,4.161,6.173333328,14726556.0,25.791333333333334,130.68965,113824.0,113824.0,913.531,561.15,883.15,165300.0,99800.0,879200.0,102200.0,0.17098,0.338,0.95,0.999
220,5.14,7.71666666,21640355.0,32.07261666666667,141.94613333333334,175338.0,175338.0,981.326,561.15,914.453,207200.0,99800.0,1092600.0,102600.0,0.25038,0.496,0.95,0.999
221,6.175,9.259999992000001,29798580.0,38.45341666666666,147.55268333333333,246394.0,246394.0,1047.253,561.15,944.268,249300.0,99800.0,1302900.0,103000.0,0.34042,0.674,0.95,0.999
222,7.148,10.803333324,38973845.0,44.63458333333333,152.4087,332117.0,332117.0,1103.365,561.15,969.038,294900.0,99800.0,1527300.0,103499.99999999999,0.43955,0.87,0.95,0.999
223,8.206,12.346666656,50994640.0,51.45933333333333,155.45600000000002,438100.0,438100.0,1200.779,561.15,1011.139,355500.0,99800.0,1812800.0,104099.99999999999,0.60147,1.191,0.95,0.999
224,9.3,13.889999988,72779536.0,59.3452,163.274,645180.0,645180.0,1367.8919999999998,561.15,1059.009,446800.0,99800.0,2216500.0,104900.0,0.90054,1.783,0.95,0.999
225,1.138,1.543333332,1105362.0,23.06295,112.74043333333334,9515.0,9515.0,742.902,561.15,825.0649999999999,113100.0,99800.0,600400.0,101899.99999999999,0.0,0.09,0.95,1.0
226,2.088,3.086666664,4178563.0,22.416133333333335,114.5499,22462.0,22462.0,821.2429999999999,561.15,839.851,123700.00000000001,99800.0,660800.0,101899.99999999999,0.22353,0.197,0.95,1.0
227,3.144,4.6299999960000005,8381817.999999999,23.112866666666665,119.61171666666667,60388.0,60388.0,858.841,561.15,857.012,138600.0,99800.0,739300.0,102000.0,0.12244000000000001,0.242,0.95,1.0
228,4.161,6.173333328,14726603.000000002,25.791349999999998,130.72378333333333,113824.0,113824.0,912.678,561.15,882.9929999999999,165200.0,99800.0,878400.0000000001,102200.0,0.17057,0.338,0.95,1.0
229,5.14,7.71666666,21640790.0,32.07261666666667,141.96158333333332,175340.0,175340.0,980.387,561.15,914.2769999999999,207100.00000000003,99800.0,1091500.0,102600.0,0.24984000000000003,0.495,0.95,1.0
230,6.175,9.259999992000001,29798727.000000004,38.4534,147.56991666666667,246336.0,246336.0,1046.195,561.15,944.055,249200.0,99800.0,1301600.0,103000.0,0.33972,0.673,0.95,1.0
231,7.148,10.803333324,38973613.0,44.634566666666665,152.4171,332071.0,332071.0,1102.3719999999998,561.15,968.875,294800.0,99800.0,1525700.0,103499.99999999999,0.43877000000000005,0.869,0.95,1.0
232,8.206,12.346666656,50994522.00000001,51.45928333333333,155.46259999999998,437951.0,437951.0,1199.779,561.15,1010.992,355400.0,99800.0,1810800.0,104099.99999999999,0.60053,1.189,0.95,1.0
233,9.3,13.889999988,72777955.99999999,59.34505,163.28504999999998,645030.0,645030.0,1367.0279999999998,561.15,1058.8809999999999,446699.99999999994,99800.0,2213900.0,104900.0,0.8995099999999999,1.781,0.95,1.0
234,1.138,1.543333332,395648.0,22.19271666666667,111.05978333333334,6590.0,6590.0,750.847,561.15,824.299,109900.0,99800.0,597600.0,101899.99999999999,0.17188,0.105,0.951,0.975
235,2.088,3.086666664,6956385.0,22.917166666666667,113.75824999999999,27996.0,27996.0,908.3299999999999,561.15,854.549,133100.0,99800.0,728100.0,101899.99999999999,0.11308,0.287,0.951,0.975
236,3.144,4.6299999960000005,8379108.0,23.112616666666668,118.49155,60352.0,60352.0,878.6809999999999,561.15,860.513,138900.0,99800.0,757500.0,102000.0,0.13069,0.259,0.951,0.975
237,4.161,6.173333328,14724427.0,25.791066666666666,129.83858333333333,113781.0,113781.0,934.148,561.15,886.778,165800.0,99800.0,900799.9999999999,102200.0,0.1809,0.358,0.951,0.975
238,5.14,7.71666666,21636234.0,32.071866666666665,141.56334999999999,175293.0,175293.0,1004.098,561.15,918.5369999999999,207900.00000000003,99800.0,1119800.0,102600.0,0.26349,0.522,0.951,0.975
239,6.175,9.259999992000001,29792435.0,38.456916666666665,147.121,246221.0,246221.0,1073.045,561.15,949.298,250199.99999999997,99800.0,1335800.0,103000.0,0.35734000000000005,0.707,0.951,0.975
240,7.148,10.803333324,38982867.0,44.634766666666664,152.1987,332176.0,332176.0,1127.208,561.15,972.783,296400.0,99800.0,1568200.0,103499.99999999999,0.45845,0.908,0.951,0.975
241,8.206,12.346666656,50996612.0,51.45925,155.2990166666667,438131.0,438131.0,1224.591,561.15,1014.593,357700.0,99800.0,1863600.0,104099.99999999999,0.624,1.235,0.951,0.975
242,9.3,13.889999988,72762165.0,59.34003333333333,162.95536666666666,645048.0,645048.0,1387.759,561.15,1061.8719999999998,449899.99999999994,99800.0,2281800.0,104900.0,0.92476,1.831,0.951,0.975
